"조사연도","MD제공용_가구고유번호","가중값","수도권여부","가구주_성별코드","가구원수","가구주_만연령","가구주연령_10세단위코드","가구주_혼인상태코드","입주형태코드","부채보유여부","소득5분위코드(보완)","소득10분위코드(보완)(2017년~)","순자산5분위코드","순자산10분위코드","자산","자산_금융자산","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(보완)","처분가능소득(보완)[경상소득(보완)-비소비지출(보완)]","원리금상환_생계부담_소득대비상환액비중","여유자금운용계획코드","금융자산투자운용방법코드","거주지주택가격전망코드","여유자금부동산투자여부","1년후금융부채규모전망코드","부채증가원인코드","1년전대비부채증감코드","원리금연체여부","30일이상원리금연체여부","원리금상환_생계부담정도코드"
2023,010000162,1077.906572079,G1,2,1,76,G5,3,2,G2,Q1,D02,Q2,D03,5700,5700,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5700,1655,1534,,1,1,3,2,2,,,,,
2023,010000182,1086.43854121,G1,1,2,61,G5,2,2,G2,Q2,D03,Q2,D04,13720,13220,0,10000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13720,2995,2570,,2,1,2,2,2,,,,,
2023,010000192,3626.894381884,G1,2,1,30,G2,1,3,G2,Q2,D03,Q1,D02,1410,1410,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,110,100,10,1410,3001,2892,,1,1,4,2,2,,,,,
2023,010000212,758.167174481,G2,2,1,73,G5,3,1,G1,Q1,D02,Q3,D05,16800,10300,0,0,6500,6500,6500,0,300,0,0,0,0,0,0,0,0,0,0,0,16500,1871,1844,,1,1,2,2,2,,,,,
2023,010000222,1404.353474859,G2,1,1,55,G4,1,1,G1,Q2,D04,Q2,D03,17000,11000,10000,0,6000,6000,6000,0,9000,9000,3000,0,0,6000,6000,0,0,178,0,178,8000,3603,2989,30,5,7,1,2,1,,3,2,,1
2023,010000262,928.191686649,G2,2,2,69,G5,2,1,G2,Q2,D03,Q5,D09,74588,8088,0,0,66500,66000,47000,19000,0,0,0,0,0,0,0,0,0,0,0,0,74588,3015,2851,,1,1,2,2,2,,,,,
2023,010000272,1543.021408898,G2,1,4,59,G4,2,1,G1,Q5,D10,Q4,D07,42610,11560,0,0,31050,29000,29000,0,50,50,0,0,0,0,0,0,0,400,400,0,42560,13929,11687,25,1,1,2,2,2,,1,2,,1
2023,010000282,2233.473799199,G2,1,5,62,G5,2,1,G1,Q5,D09,Q4,D08,142140,11640,0,0,130500,119000,29000,90000,76270,74770,74070,0,72000,700,0,700,0,4243,1333,2910,65870,12335,7685,,3,1,1,2,1,,1,2,,3
2023,010000312,2648.07126064,G1,1,5,53,G4,2,1,G2,Q5,D09,Q5,D09,96250,18450,0,0,77800,77000,67000,10000,0,0,0,0,0,0,0,0,0,0,0,0,96250,12005,10659,,1,2,2,2,2,,,,,
2023,010000332,4854.753233569,G1,2,2,30,G2,2,1,G1,Q5,D09,Q2,D04,29980,3080,2500,0,26900,25000,25000,0,15800,15800,13300,13300,0,2500,2500,0,0,10200,9200,1000,14180,11134,8386,,3,7,2,2,3,5,3,2,,2
2023,010000352,1762.150855624,G1,2,1,68,G5,3,1,G2,Q1,D01,Q3,D06,32050,3950,0,0,28100,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,32050,645,578,,1,1,1,2,2,,,,,
2023,010000362,1902.300680267,G1,1,2,85,G5,2,5,G2,Q1,D02,Q2,D03,6300,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,1678,1576,,1,1,4,1,2,,,,,
2023,010100112,1794.00877859,G1,1,4,49,G3,2,1,G2,Q4,D08,Q5,D09,95200,37200,16400,0,58000,58000,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,95200,9124,7502,,1,2,2,1,2,,,,,
2023,010100182,680.142787131,G1,2,1,71,G5,3,1,G2,Q1,D02,Q5,D10,104070,5070,0,0,99000,99000,95000,4000,0,0,0,0,0,0,0,0,0,0,0,0,104070,1568,1447,,1,1,2,2,2,,,,,
2023,010100192,3362.339957038,G1,1,3,32,G2,1,3,G1,Q5,D09,Q4,D07,54800,8100,1080,2000,46700,43000,0,43000,17000,10000,10000,0,10000,0,0,0,0,450,0,450,37800,13117,10339,20,2,1,2,1,2,,2,2,,1
2023,010100232,794.75586345,G2,2,1,64,G5,4,3,G2,Q1,D01,Q1,D01,330,330,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,1003,1003,,1,1,1,2,2,,,,,
2023,010100242,1554.746368291,G2,1,3,59,G4,2,1,G1,Q4,D07,Q4,D08,66686,1736,0,0,64950,32000,17000,0,20760,20760,15000,0,8000,0,0,0,0,3480,2940,540,45926,7947,7043,,2,1,2,1,1,,1,2,,3
2023,010100252,1670.163491919,G2,1,3,40,G3,2,1,G1,Q2,D04,Q2,D04,24321,6240,0,0,18081,16000,16000,0,12440,12440,11650,10000,0,770,770,0,0,1022,670,352,11881,3989,3370,,2,2,2,1,1,,1,2,,3
2023,010100262,435.405857872,G2,2,1,60,G5,4,1,G2,Q1,D01,Q2,D04,10950,2650,0,0,8300,8300,8300,0,0,0,0,0,0,0,0,0,0,0,0,0,10950,758,746,,1,1,1,2,2,,,,,
2023,010100272,1204.758774861,G2,2,1,81,G5,3,1,G1,Q1,D01,Q3,D06,26850,1300,0,0,25550,25500,21000,4500,500,0,0,0,0,0,0,0,0,0,0,0,26350,1060,894,,1,3,4,2,2,,,,,
2023,010100282,2544.533861242,G2,1,3,55,G4,2,1,G1,Q5,D10,Q4,D07,53500,11600,3500,0,41900,38000,22000,16000,16000,10000,10000,10000,0,0,0,0,0,324,0,324,37500,16424,13270,,2,3,2,1,1,,3,2,,3
2023,010100312,4633.841320151,G1,1,4,59,G4,2,1,G1,Q4,D08,Q5,D09,92030,9380,0,0,82650,80000,70000,10000,24230,17730,14630,7630,0,0,0,0,2900,4828,4028,800,67800,8694,6642,,1,8,1,1,1,,1,1,1,2
2023,010100372,1199.982097856,G1,2,3,59,G4,3,1,G1,Q4,D07,Q5,D10,120780,24930,0,0,95850,93000,85000,8000,1100,1100,0,0,0,1100,1100,0,0,0,0,0,119680,7430,6622,40,2,3,2,1,1,,1,2,,1
2023,010100382,2555.664383935,G1,1,2,65,G5,2,3,G2,Q2,D03,Q3,D05,16660,15860,0,15800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16660,2684,2454,,1,1,4,2,2,,,,,
2023,010101122,2053.693312732,G1,1,4,53,G4,2,1,G1,Q5,D10,Q5,D10,248950,31450,4000,0,217500,217000,180000,37000,40770,40770,38770,38770,0,2000,2000,0,0,4246,3115,1131,208180,14476,10239,,3,7,2,2,3,2,3,2,,2
2023,010101162,1360.190553996,G1,1,2,41,G3,1,2,G2,Q5,D09,Q5,D10,254100,24100,0,22000,230000,230000,0,230000,0,0,0,0,0,0,0,0,0,0,0,0,254100,11303,10930,,1,1,1,1,2,,,,,
2023,010101172,2203.25680049,G1,1,3,60,G5,2,1,G1,Q4,D08,Q4,D08,48440,20740,5180,0,27700,25200,23700,1500,30,30,0,0,0,0,0,0,0,50,50,0,48410,8174,7125,10,2,1,2,1,2,,2,2,,1
2023,010101182,571.559879204,G1,1,3,67,G5,2,1,G1,Q3,D06,Q5,D10,220288,7788,3500,0,212500,210000,130000,80000,1000,0,0,0,0,0,0,0,0,0,0,0,219288,6294,5760,,2,1,2,1,2,,,,,
2023,010200132,1441.22491772,G1,1,3,51,G4,1,1,G1,Q3,D06,Q5,D09,101100,1100,0,0,100000,100000,100000,0,13000,0,0,0,0,0,0,0,0,0,0,0,88100,6071,5317,,2,1,4,1,2,,,,,
2023,010200172,795.419677496,G1,2,1,91,G5,3,1,G1,Q1,D01,Q4,D07,54333,1000,0,0,53333,53333,53333,0,18000,0,0,0,0,0,0,0,0,0,0,0,36333,1204,1103,,1,1,4,2,2,,,,,
2023,010200182,1747.676499194,G1,2,1,35,G2,1,3,G2,Q2,D03,Q2,D03,5070,5070,1600,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5070,2555,2246,,1,1,2,2,2,,,,,
2023,010200192,1713.849102613,G1,2,1,31,G2,1,3,G1,Q1,D02,Q1,D02,16360,16260,0,15000,100,0,0,0,12000,12000,10000,0,0,2000,2000,0,0,1105,730,375,4360,1458,825,40,1,1,3,1,1,,2,2,,1
2023,010200212,1015.096466935,G2,2,1,63,G5,4,1,G1,Q2,D03,Q3,D05,20500,1500,0,0,19000,19000,19000,0,4000,4000,4000,4000,0,0,0,0,0,740,596,144,16500,2538,2323,,1,1,2,2,1,,1,2,,3
2023,010200232,737.729959337,G2,2,2,71,G5,2,1,G2,Q1,D02,Q2,D03,6545,45,0,0,6500,6500,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,6545,2283,2101,,1,3,1,2,2,,,,,
2023,010200242,894.238407723,G2,2,1,80,G5,3,3,G2,Q1,D01,Q1,D01,532,532,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,999,919,,1,1,3,1,2,,,,,
2023,010200252,787.165193319,G2,2,1,63,G5,4,1,G2,Q2,D04,Q2,D04,10492,1064,0,0,9428,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,10492,3673,3507,,1,1,2,2,2,,,,,
2023,010200282,1093.614119455,G2,1,4,40,G3,2,1,G1,Q3,D05,Q3,D05,25260,2710,0,0,22550,21000,21000,0,2376,2376,2376,2376,0,0,0,0,0,190,62,128,22884,4582,3909,10,1,1,2,1,1,,1,2,,1
2023,010200312,2001.073187265,G1,1,2,68,G5,2,1,G1,Q4,D08,Q5,D09,139600,1500,0,0,138100,136000,70000,66000,43500,40000,40000,40000,0,0,0,0,0,16400,14000,2400,96100,8834,6022,30,3,1,4,1,1,,1,2,,1
2023,010200332,1848.561646937,G1,1,4,51,G4,2,3,G2,Q4,D08,Q2,D03,8810,8550,0,1000,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8810,9321,8683,,2,1,4,1,2,,,,,
2023,010200362,1541.773550905,G1,1,2,75,G5,2,1,G1,Q2,D04,Q5,D10,150250,250,0,0,150000,150000,150000,0,9000,0,0,0,0,0,0,0,0,0,0,0,141250,3448,2712,,1,1,1,2,2,,,,,
2023,010201112,1159.777971515,G1,1,4,42,G3,2,2,G2,Q5,D09,Q4,D07,37320,37320,1640,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37320,13090,10176,,2,4,3,1,2,,,,,
2023,010201132,1088.688116913,G1,1,2,59,G4,2,3,G2,Q4,D07,Q1,D02,1900,1900,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,7298,6405,,1,1,4,1,2,,,,,
2023,010201192,1533.539171162,G1,1,4,49,G3,2,1,G1,Q4,D08,Q5,D10,166196,40196,36000,0,126000,125000,125000,0,42000,42000,42000,42000,0,0,0,0,0,3200,2000,1200,124196,8281,5539,,1,7,2,2,1,,1,2,,3
2023,010300142,1428.246930236,G1,1,1,36,G2,4,3,G2,Q3,D06,Q5,D09,81200,1200,0,1000,80000,80000,0,80000,0,0,0,0,0,0,0,0,0,0,0,0,81200,6014,5679,,2,1,4,1,2,,,,,
2023,010300162,1036.552468418,G1,2,1,34,G2,1,3,G1,Q2,D03,Q2,D04,11100,11100,0,10000,0,0,0,0,460,460,0,0,0,460,0,460,0,0,0,0,10640,3015,2830,30,1,1,2,2,1,,3,2,,1
2023,010300172,1642.642683339,G1,1,1,41,G3,1,2,G1,Q1,D02,Q3,D05,30050,28750,400,27000,1300,0,0,0,13500,13500,13500,0,0,0,0,0,0,1880,1500,380,16550,1900,1161,,3,7,2,2,2,,1,2,,2
2023,010300182,1036.552468418,G1,2,1,30,G2,1,2,G2,Q2,D04,Q2,D04,10500,10500,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500,3709,3201,,1,3,2,1,2,,,,,
2023,010300192,1324.015794006,G1,2,1,53,G4,4,3,G2,Q2,D03,Q2,D04,13040,13040,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13040,2992,2620,,1,1,2,2,2,,,,,
2023,010300212,654.701226549,G2,1,2,80,G5,2,1,G2,Q1,D02,Q1,D02,4340,290,0,0,4050,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,4340,1761,1754,,1,1,2,1,2,,,,,
2023,010300222,1289.892020833,G2,1,1,51,G4,4,1,G1,Q3,D06,Q3,D05,20130,130,0,0,20000,20000,20000,0,300,300,300,300,0,0,0,0,0,34,23,11,19830,5809,3709,30,2,1,2,1,1,,1,2,,1
2023,010300232,1176.69470208,G2,1,3,35,G2,2,2,G1,Q4,D08,Q4,D07,44000,41300,1700,26000,2700,0,0,0,1500,1500,0,0,0,1500,0,1500,0,1100,0,1100,42500,8474,6491,,3,7,1,1,1,,1,2,,3
2023,010300252,1358.12836093,G2,1,2,28,G1,2,2,G1,Q4,D07,Q1,D02,17820,17320,0,14500,500,0,0,0,13000,13000,13000,0,0,0,0,0,0,153,100,53,4820,7064,6229,,1,3,2,1,1,,1,2,,2
2023,010300262,727.917875672,G2,1,5,79,G5,2,1,G1,Q3,D05,Q4,D08,66290,6490,4000,0,59800,59000,14000,45000,5000,0,0,0,0,0,0,0,0,0,0,0,61290,5341,3765,,1,7,3,1,2,,,,,
2023,010300272,844.950094353,G2,2,1,63,G5,4,2,G1,Q1,D02,Q1,D02,4850,3350,0,2500,1500,0,0,0,1000,1000,0,0,0,1000,1000,0,0,35,0,35,3850,1940,1771,,3,1,4,1,3,7,3,2,,2
2023,010300282,650.913272982,G2,2,2,67,G5,3,1,G1,Q3,D05,Q2,D03,12015,4015,0,0,8000,8000,8000,0,3000,3000,0,0,0,0,0,0,0,0,0,0,9015,5300,5024,10,1,1,2,2,2,,3,2,,1
2023,010300292,654.701226549,G2,1,2,73,G5,2,3,G2,Q1,D02,Q1,D02,1800,1800,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1679,1668,,1,1,2,2,2,,,,,
2023,010300332,860.978475848,G1,2,1,24,G1,1,3,G1,Q2,D03,Q1,D01,2950,2950,0,2000,0,0,0,0,2000,2000,0,0,0,0,0,0,0,0,0,0,950,2519,2373,10,2,1,2,1,2,,2,2,,1
2023,010300352,2373.597232356,G1,1,3,39,G2,2,1,G1,Q5,D10,Q4,D08,81300,7300,3000,0,74000,70000,70000,0,26800,26800,22800,22800,0,4000,4000,0,0,3500,3000,500,54500,14584,11231,,2,7,3,1,1,,1,2,,2
2023,010300362,2378.110929597,G1,1,3,63,G5,2,1,G1,Q5,D10,Q5,D09,183620,10120,7000,0,173500,170000,70000,100000,87000,52000,46000,0,46000,6000,4000,2000,0,15907,13167,2740,96620,19014,13586,,3,1,4,2,1,,2,2,,2
2023,010300372,1184.533305045,G1,1,4,42,G3,2,1,G1,Q5,D10,Q4,D08,82792,40392,10000,0,42400,39000,39000,0,26700,26700,0,0,0,23700,23700,0,3000,6680,4520,2160,56092,14022,9432,,2,7,4,1,2,,2,2,,2
2023,010300382,1491.084260871,G1,1,3,46,G3,2,3,G1,Q5,D10,Q5,D10,355448,53948,600,40000,301500,300000,0,300000,184000,36000,30000,0,30000,6000,0,6000,0,808,0,808,171448,16579,14227,,3,1,3,1,1,,1,2,,2
2023,010301102,1060.992539073,G1,1,3,55,G4,2,5,G2,Q1,D01,Q1,D02,3288,3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3288,645,644,,5,4,1,2,2,,,,,
2023,010301122,1126.097818387,G1,1,3,60,G5,2,1,G1,Q3,D06,Q4,D07,47068,2878,0,0,44190,40000,40000,0,6000,6000,6000,6000,0,0,0,0,0,0,0,0,41068,6098,5537,,1,1,2,2,2,,2,2,,2
2023,010301132,963.241196833,G1,1,2,66,G5,2,1,G2,Q1,D02,Q4,D07,35810,2510,0,0,33300,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,35810,1657,1066,,1,1,2,1,2,,,,,
2023,010301152,1300.842020258,G1,1,2,35,G2,2,3,G2,Q3,D05,Q2,D03,8000,8000,3600,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,4809,3776,,1,7,2,1,3,4,,,,
2023,010301172,1701.414858842,G1,1,4,79,G5,2,1,G1,Q3,D05,Q5,D10,238792,8542,0,0,230250,230000,70000,160000,6000,0,0,0,0,0,0,0,0,0,0,0,232792,5091,3268,,1,1,1,1,2,,,,,
2023,010301182,1454.278906962,G1,2,2,57,G4,3,1,G2,Q3,D05,Q5,D09,68420,8420,0,0,60000,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,68420,4493,3865,,2,1,4,2,2,,,,,
2023,010301192,1138.518161684,G1,1,3,37,G2,2,2,G1,Q5,D09,Q3,D05,42102,31602,1000,25300,10500,10000,0,0,19000,19000,19000,0,0,0,0,0,0,2600,2000,600,23102,10771,8140,,3,2,1,1,3,2,1,2,,2
2023,010900111,1368.518258481,G1,1,2,53,G4,2,1,G1,Q5,D10,Q5,D10,238850,29000,28000,0,209850,206000,200000,0,32400,32400,28000,28000,0,4400,3900,500,0,10887,9247,1640,206450,28901,18957,20,3,7,2,1,1,,1,2,,1
2023,010900131,1850.95360084,G1,2,1,59,G4,1,2,G2,Q1,D01,Q2,D04,10300,10300,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10300,1176,1066,,1,1,4,1,2,,,,,
2023,010900141,2468.614423353,G1,1,3,51,G4,2,2,G1,Q4,D08,Q5,D10,151660,69420,1300,20000,82240,80000,0,80000,24000,0,0,0,0,0,0,0,0,0,0,0,127660,9379,8268,,1,1,3,1,2,,,,,
2023,010900161,488.177011741,G1,1,2,87,G5,2,1,G2,Q5,D09,Q5,D10,144700,4100,0,0,140600,140000,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,144700,13354,12480,,1,1,4,2,2,,,,,
2023,010900171,2609.581788398,G1,2,1,46,G3,1,2,G2,Q2,D04,Q2,D03,10140,10140,200,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10140,3334,3037,,2,1,3,1,2,,,,,
2023,010900211,1040.268320213,G2,1,5,56,G4,2,2,G1,Q3,D06,Q2,D03,7110,7110,0,3500,0,0,0,0,1000,1000,0,0,0,0,0,0,1000,836,740,96,6110,6295,5743,,1,1,4,1,1,,1,2,,2
2023,010900221,903.351143262,G2,1,2,78,G5,2,1,G2,Q1,D02,Q2,D04,16080,1080,0,0,15000,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,16080,2265,2251,,1,3,1,2,2,,,,,
2023,010900251,4099.92872613,G2,2,1,29,G1,1,2,G1,Q3,D06,Q3,D05,23139,23139,0,21500,0,0,0,0,6400,6400,0,0,0,4250,4250,0,0,3875,3525,350,16739,6107,4461,,3,1,1,2,1,,3,2,,2
2023,010900271,775.52853029,G2,1,1,75,G5,3,5,G2,Q1,D01,Q1,D01,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1196,1195,,1,3,4,2,2,,,,,
2023,010900291,844.723625304,G2,1,1,71,G5,3,1,G2,Q1,D01,Q3,D05,22000,1000,0,0,21000,21000,6000,15000,0,0,0,0,0,0,0,0,0,0,0,0,22000,1270,1194,,1,1,3,2,2,,,,,
2023,010900331,1374.451159344,G1,1,2,72,G5,2,1,G2,Q1,D02,Q2,D04,14900,1200,0,0,13700,12500,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,14900,1419,1388,,1,1,2,2,2,,,,,
2023,010900341,756.757518327,G1,2,2,64,G5,4,1,G1,Q3,D05,Q2,D03,39550,550,500,0,39000,39000,39000,0,29500,23000,0,0,0,0,0,0,0,350,350,0,10050,4873,3799,,3,1,1,2,1,,1,2,,2
2023,010900371,2322.588085848,G1,2,4,43,G3,4,3,G1,Q3,D05,Q1,D01,819,819,0,799,0,0,0,0,2134,2134,0,0,0,2134,2134,0,0,60,24,36,-1315,4678,4616,,2,1,4,1,3,9,2,1,1,3
2023,010901101,2840.622740185,G1,2,1,47,G3,1,3,G2,Q2,D04,Q2,D03,5700,5700,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5700,3405,3012,,2,1,2,1,2,,,,,
2023,011000162,1608.900510738,G1,2,2,75,G5,2,1,G2,Q1,D01,Q5,D09,86100,6000,0,0,80100,80000,60000,20000,0,0,0,0,0,0,0,0,0,0,0,0,86100,1375,940,,1,1,1,2,2,,,,,
2023,011000172,2556.081346538,G1,2,2,51,G4,4,3,G2,Q2,D04,Q2,D03,5080,5080,1670,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5080,4159,3285,,1,7,1,1,2,,,,,
2023,011000192,934.83081326,G1,2,3,70,G5,3,1,G1,Q5,D09,Q5,D10,465475,13675,0,0,451800,450000,110000,340000,70000,0,0,0,0,0,0,0,0,0,0,0,395475,11534,9451,,1,1,4,2,2,,,,,
2023,011000202,1526.372618094,G2,2,2,53,G4,4,2,G1,Q2,D04,Q1,D02,10292,10262,0,10000,30,0,0,0,8600,8600,800,0,0,7800,7800,0,0,374,200,174,1692,3751,3535,,2,1,4,1,1,,1,1,1,3
2023,011000232,1154.188282422,G2,1,5,63,G5,2,1,G1,Q5,D10,Q5,D09,80950,7950,0,0,73000,70000,70000,0,9302,9302,8002,8002,0,1300,0,1300,0,1556,1070,486,71648,13606,11896,30,3,2,3,1,1,,1,1,2,1
2023,011000252,1737.740156056,G2,1,4,38,G2,2,3,G1,Q4,D08,Q1,D02,9192,8852,0,8000,340,0,0,0,5000,5000,5000,0,0,0,0,0,0,315,100,215,4192,8350,7655,40,2,1,1,1,3,8,1,2,,1
2023,011000272,1365.174454159,G2,2,3,46,G3,1,1,G2,Q2,D04,Q2,D03,8500,500,0,0,8000,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,3376,3351,,1,1,1,1,2,,,,,
2023,011000282,1614.695524088,G2,2,1,48,G3,1,2,G2,Q1,D02,Q2,D03,8350,8350,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8350,1400,1339,,1,3,3,1,2,,,,,
2023,011000292,1369.449861831,G2,2,4,42,G3,2,1,G1,Q4,D08,Q5,D09,105184,16184,0,0,89000,80000,80000,0,5015,5015,5000,5000,0,0,0,0,0,1100,968,132,100169,8848,7974,30,2,1,1,1,2,,1,2,,1
2023,011000332,5016.972139682,G1,1,2,32,G2,1,3,G1,Q3,D06,Q3,D06,38840,19240,1300,8500,19600,19000,0,19000,11050,50,0,0,0,0,0,0,0,80,80,0,27790,6100,5400,,2,7,3,1,2,,2,2,,2
2023,011000342,1594.613824905,G1,1,2,73,G5,2,1,G2,Q2,D04,Q5,D09,84940,30440,0,0,54500,52000,42000,10000,0,0,0,0,0,0,0,0,0,0,0,0,84940,3673,3242,,1,2,2,2,2,,,,,
2023,011000352,1069.733690603,G1,1,3,69,G5,2,2,G1,Q5,D10,Q5,D10,298180,223180,26500,105000,75000,67000,0,67000,11000,0,0,0,0,0,0,0,0,0,0,0,287180,19092,16743,,2,1,1,1,2,,,,,
2023,011000362,1817.156741064,G1,1,1,80,G5,4,3,G1,Q1,D01,Q1,D02,1700,1700,0,1500,0,0,0,0,58,58,0,0,0,0,0,0,0,45,45,0,1642,1298,1297,5,1,1,2,2,2,,2,2,,1
2023,011000372,1705.932484068,G1,1,3,49,G3,2,1,G2,Q3,D06,Q4,D08,63090,2490,1920,0,60600,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,63090,6525,4819,,1,1,2,1,2,,,,,
2023,011000382,1813.187847007,G1,1,1,63,G5,4,3,G2,Q1,D02,Q1,D02,2300,2300,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,1800,1749,,2,7,3,1,2,,,,,
2023,011000392,2593.834493236,G1,1,3,72,G5,2,1,G2,Q4,D07,Q5,D09,87755,700,0,0,87055,85000,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,87755,7085,6288,,1,1,3,2,2,,,,,
2023,011100102,2090.883705057,G1,2,5,56,G4,2,3,G1,Q3,D05,Q1,D02,6324,5824,0,5000,500,0,0,0,1300,1300,0,0,0,1000,1000,0,300,420,192,228,5024,5110,4298,,1,1,4,2,1,,3,2,,3
2023,011100112,3124.937459424,G1,2,1,56,G4,4,1,G1,Q1,D01,Q3,D06,49400,3100,3000,0,46300,46000,28000,18000,24600,23600,23600,13200,10400,0,0,0,0,2260,1600,660,24800,1025,148,,3,1,2,2,1,,1,2,,3
2023,011100152,2207.665271988,G1,1,4,41,G3,2,2,G1,Q5,D09,Q5,D09,141504,36604,0,30000,104900,90000,0,90000,69100,39100,11000,0,11000,0,0,0,0,2716,2200,516,72404,12589,11184,,1,1,3,1,1,,1,2,,2
2023,011100162,1091.350122274,G1,1,2,80,G5,2,1,G1,Q2,D03,Q5,D09,110448,448,0,0,110000,110000,110000,0,27000,0,0,0,0,0,0,0,0,2084,2000,84,83448,3017,2369,,1,1,3,2,2,,,,,
2023,011100172,3687.744464988,G1,2,3,53,G4,4,3,G1,Q3,D06,Q3,D05,31704,28704,3100,23000,3000,0,0,0,11200,11200,10000,0,0,0,0,0,0,1000,600,400,20504,6247,5187,,1,7,1,2,2,,2,2,,2
2023,011100182,1663.748572499,G1,1,2,85,G5,2,1,G2,Q2,D04,Q5,D09,90850,10850,0,0,80000,80000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,90850,3605,3515,,1,1,4,2,2,,,,,
2023,011100192,4525.250104593,G1,1,2,35,G2,2,2,G1,Q4,D08,Q2,D04,34740,34440,0,30000,300,0,0,0,20000,20000,20000,0,0,0,0,0,0,680,0,680,14740,8261,5799,,2,1,4,1,2,,2,2,,2
2023,011100212,1999.004561313,G2,1,3,68,G5,2,1,G1,Q3,D05,Q3,D06,31377,9320,0,0,22057,22000,22000,0,1202,1202,1202,0,0,0,0,0,0,90,48,42,30175,4836,4600,,3,1,4,2,1,,1,2,,3
2023,011100222,1138.705699097,G2,1,4,49,G3,2,1,G1,Q4,D08,Q5,D09,119480,8480,0,0,111000,100000,100000,0,43892,43892,43892,0,0,0,0,0,0,2840,1440,1400,75588,8843,6421,,3,7,2,2,3,7,3,2,,3
2023,011100232,838.251793049,G2,1,2,74,G5,2,1,G1,Q5,D09,Q5,D10,372400,800,0,0,371600,370000,120000,250000,169430,149430,149430,0,0,0,0,0,0,7200,0,7200,202970,13396,3963,,3,1,2,2,3,6,3,2,,3
2023,011100252,1768.06443353,G2,1,4,52,G4,2,1,G1,Q4,D07,Q4,D07,57308,5058,0,0,52250,51800,49300,2500,17169,17169,16224,15224,0,500,500,0,0,2409,1881,528,40139,7637,5972,,3,1,2,1,3,8,3,2,,3
2023,011100272,1310.232281722,G2,2,1,83,G5,4,3,G2,Q1,D01,Q1,D01,270,270,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,813,813,,1,1,4,1,2,,,,,
2023,011100292,448.082263968,G2,1,1,72,G5,3,2,G1,Q1,D02,Q2,D03,6264,6264,0,4000,0,0,0,0,1000,1000,0,0,0,1000,1000,0,0,33,0,33,5264,1734,1665,,2,1,2,1,2,,2,2,,2
