"조사연도","MD제공용_가구고유번호","가중값","수도권여부","가구주_성별코드","가구원수","가구주_만연령","가구주연령_10세단위코드","가구주_혼인상태코드","입주형태코드","부채보유여부","소득5분위코드(보완)","소득10분위코드(보완)(2017년~)","순자산5분위코드","순자산10분위코드","자산","자산_금융자산","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(보완)","처분가능소득(보완)[경상소득(보완)-비소비지출(보완)]","원리금상환_생계부담_소득대비상환액비중","여유자금운용계획코드","금융자산투자운용방법코드","거주지주택가격전망코드","여유자금부동산투자여부","1년후금융부채규모전망코드","부채증가원인코드","1년전대비부채증감코드","원리금연체여부","30일이상원리금연체여부","원리금상환_생계부담정도코드"
2021,010700151,809.898177683098,G1,1,3,66,G5,2,1,G1,Q2,D04,Q3,D05,21992,1992,0,0,20000,20000,20000,0,4500,4500,2500,0,0,0,0,0,0,2630,2500,130,17492,3134,2691,,3,1,4,2,1,,2,1,2,3
2021,010700181,2217.98123099593,G1,1,3,39,G2,2,2,G1,Q5,D09,Q3,D05,42892,12892,200,10000,30000,30000,0,0,22700,22700,0,0,0,22700,22700,0,0,671,0,671,20192,9925,7263,,3,1,3,1,3,1,3,1,2,2
2021,010700191,1379.75469029915,G2,1,2,70,G5,2,1,G1,Q2,D03,Q5,D09,84072,4072,0,0,80000,80000,34000,46000,500,0,0,0,0,0,0,0,0,0,0,0,83572,2170,1825,,1,3,4,2,2,,,,,
2021,010700211,860.835134863715,G2,2,1,63,G5,4,1,G2,Q1,D01,Q2,D03,7597,2961,0,0,4636,4500,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,7597,1213,1157,,1,1,2,2,2,,,,,
2021,010700221,806.889012327393,G2,2,1,81,G5,3,5,G2,Q1,D01,Q1,D01,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,765,764,,1,1,2,2,2,,,,,
2021,010700231,1363.00145096709,G2,2,3,53,G4,4,1,G1,Q4,D07,Q3,D06,56648,1518,0,0,55130,55000,55000,0,28000,28000,28000,28000,0,0,0,0,0,1165,1100,65,28648,7115,6470,,3,1,3,1,1,,3,2,,2
2021,010700241,977.980700714032,G2,1,2,67,G5,2,1,G2,Q3,D05,Q3,D06,26828,1628,0,0,25200,24250,24000,250,0,0,0,0,0,0,0,0,0,8,8,0,26828,4047,3743,,1,1,3,2,2,,,,,
2021,010700321,1814.95899450718,G1,2,2,69,G5,2,1,G2,Q3,D05,Q4,D07,34615,9615,0,0,25000,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,4662,4441,,1,3,3,2,2,,,,,
2021,010700331,1685.20377751271,G1,2,2,72,G5,3,1,G2,Q1,D02,Q3,D05,17600,5600,0,0,12000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,17600,1702,1632,,1,1,2,2,2,,,,,
2021,010700341,3450.0352433765,G1,1,5,48,G3,2,2,G1,Q5,D10,Q5,D10,119360,68360,0,43000,51000,50000,0,50000,3000,0,0,0,0,0,0,0,0,0,0,0,116360,21148,15436,,1,1,3,1,2,,,,,
2021,010700391,2511.62840502796,G1,1,3,47,G3,2,1,G1,Q4,D07,Q3,D06,47578,10978,3000,0,36600,35000,35000,0,17600,17600,13700,13700,0,3900,3900,0,0,1054,710,344,29978,7121,6205,30,1,7,3,1,1,,3,2,,1
2021,010701101,1000.27997948846,G1,2,3,49,G3,4,2,G2,Q1,D01,Q3,D05,17970,17970,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,17970,476,-153,,2,1,1,1,2,,,,,
2021,010800161,1700.63776231813,G1,2,4,26,G1,1,2,G2,Q3,D06,Q3,D05,18870,15170,0,7000,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18870,5037,4351,,2,1,1,1,2,,,,,
2021,010800181,2224.41064169013,G1,1,3,46,G3,2,1,G2,Q5,D09,Q5,D10,204488,14238,7600,0,190250,190000,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,204488,10085,8184,,1,7,3,2,2,,,,,
2021,010800221,1091.53740700157,G2,1,2,38,G2,2,1,G2,Q4,D07,Q4,D07,32390,240,0,0,32150,29000,29000,0,0,0,0,0,0,0,0,0,0,13034,13000,34,32390,6370,5473,,2,1,3,1,1,,,,,
2021,010800231,1209.32869106098,G2,1,4,46,G3,2,3,G1,Q4,D07,Q1,D02,4423,3873,0,1000,550,0,0,0,2050,2050,0,0,0,0,0,0,0,0,0,0,2373,7159,6347,,2,2,3,1,3,9,3,1,2,2
2021,010800241,1054.37449226554,G1,1,2,76,G5,2,1,G2,Q1,D02,Q4,D07,33360,1360,0,0,32000,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,33360,1884,1682,,1,1,2,2,2,,,,,
2021,010800261,1278.12720372269,G2,1,3,59,G4,2,1,G1,Q2,D04,Q4,D08,52430,11930,6000,0,40500,40000,40000,0,2000,0,0,0,0,0,0,0,0,0,0,0,50430,3173,2656,,1,1,3,1,2,,,,,
2021,010800271,849.448434552538,G2,2,1,70,G5,1,1,G1,Q4,D08,Q5,D10,385000,80000,20000,0,305000,300000,100000,200000,20000,0,0,0,0,0,0,0,0,0,0,0,365000,7998,6810,,1,1,2,2,2,,,,,
2021,010800281,1644.75592430911,G2,1,2,52,G4,1,2,G2,Q4,D07,Q4,D07,32490,32490,10200,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32490,6789,5908,,1,8,2,2,2,,,,,
2021,010800321,1689.54910218298,G1,1,1,51,G4,4,3,G1,Q1,D01,Q1,D01,1050,1050,0,230,0,0,0,0,3560,3560,0,0,0,3560,3560,0,0,0,0,0,-2510,1246,1136,,2,1,2,1,1,,3,1,1,3
2021,010800341,3350.28319651364,G1,1,4,63,G5,2,3,G2,Q5,D10,Q3,D06,31358,29158,0,15500,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31358,14077,12352,,2,1,3,1,3,1,,,,
2021,010800381,1462.2196413682,G1,2,1,84,G5,3,2,G2,Q1,D01,Q2,D03,8500,8500,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,1019,931,,5,1,4,2,2,,,,,
2021,010801101,1981.77868630888,G1,1,4,59,G4,2,1,G1,Q4,D07,Q2,D04,24680,180,0,0,24500,24000,24000,0,10700,10700,10700,10700,0,0,0,0,0,1020,600,420,13980,6680,5131,,3,1,4,1,1,,1,2,,2
2021,010900111,1161.08962662778,G1,1,4,51,G4,2,1,G1,Q5,D10,Q5,D10,173300,40000,20000,0,133300,130000,130000,0,33000,33000,30000,23000,0,3000,0,3000,0,5936,5000,936,140300,27138,17452,20,3,7,3,1,1,,3,2,,1
2021,010900121,1499.16605434281,G1,2,2,49,G3,4,1,G1,Q1,D02,Q3,D06,29010,1310,0,0,27700,26000,26000,0,3300,3300,1000,0,0,400,0,400,0,1200,1040,160,25710,1572,1010,,2,2,4,1,2,,2,2,,2
2021,010900131,1477.87339774306,G1,2,1,57,G4,1,2,G2,Q1,D02,Q2,D04,13290,13290,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13290,1427,1282,,2,1,3,1,2,,,,,
2021,010900141,1854.70856835938,G1,1,3,49,G3,2,2,G1,Q4,D07,Q5,D09,105441,53171,0,20000,52270,50000,0,50000,24000,0,0,0,0,0,0,0,0,0,0,0,81441,7257,6442,,2,1,3,1,2,,,,,
2021,010900161,550.488874211241,G1,1,2,85,G5,2,1,G2,Q3,D05,Q5,D10,155650,4950,0,0,150700,150000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,155650,4796,4420,,1,1,2,2,2,,,,,
2021,010900171,1616.74664765013,G1,2,1,44,G3,1,2,G1,Q2,D04,Q2,D04,9850,9850,1100,6000,0,0,0,0,30,30,0,0,0,0,0,0,0,6,6,0,9820,3112,2830,10,1,7,3,1,1,,3,2,,1
2021,010900191,1894.39936388269,G1,1,4,61,G5,2,1,G1,Q3,D06,Q5,D10,145192,5692,406,0,139500,130000,130000,0,13745,6245,0,0,0,6245,6245,0,0,533,405,128,131447,5440,4819,18,3,3,2,1,1,,3,2,,1
2021,010900211,1206.27998762343,G2,1,5,54,G4,2,3,G1,Q3,D06,Q1,D02,3570,3570,0,1000,0,0,0,0,1100,1100,0,0,0,850,850,0,250,550,370,180,2470,5802,5089,,4,2,3,1,2,,1,2,,2
2021,010900221,1013.29911772709,G2,1,2,76,G5,2,1,G2,Q2,D03,Q3,D05,19490,1410,0,0,18080,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,19490,2342,2173,,1,3,3,2,2,,,,,
2021,010900251,1846.61435352196,G2,2,1,27,G1,1,2,G1,Q3,D05,Q2,D04,15415,15390,0,12000,25,0,0,0,3230,3230,3230,0,0,0,0,0,0,1850,1770,80,12185,4778,3778,20,1,1,2,1,2,,1,2,,1
2021,010900271,813.896588172966,G2,1,1,73,G5,3,5,G2,Q1,D02,Q1,D01,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1638,1637,,1,1,4,2,2,,,,,
2021,010900291,903.426154196687,G2,1,1,69,G5,3,1,G2,Q1,D02,Q3,D05,15900,400,0,0,15500,15500,8500,7000,0,0,0,0,0,0,0,0,0,0,0,0,15900,1673,1652,,1,1,4,2,2,,,,,
2021,010900311,2218.32797367037,G1,1,3,67,G5,2,1,G1,Q4,D08,Q5,D09,90895,12595,0,0,78300,73000,73000,0,2470,2470,0,0,0,0,0,0,0,700,700,0,88425,7592,6797,40,1,2,1,1,1,,1,2,,1
2021,010900331,1488.65357205035,G1,1,2,70,G5,2,1,G1,Q2,D03,Q3,D05,18300,4800,0,0,13500,12000,12000,0,300,0,0,0,0,0,0,0,0,0,0,0,18000,2900,2682,,1,1,2,2,2,,,,,
2021,010900341,727.109421308785,G1,2,2,62,G5,4,1,G1,Q2,D04,Q2,D03,31932,2432,0,0,29500,29500,29500,0,26093,20093,0,0,0,0,0,0,0,497,497,0,5839,3350,1900,,1,1,2,2,1,,3,2,,2
2021,010900351,1796.91448807637,G1,1,3,65,G5,2,5,G1,Q4,D08,Q4,D07,100600,400,0,0,100200,100000,0,100000,67300,37300,9000,0,0,28000,28000,0,300,1142,900,242,33300,7910,7101,,4,1,2,2,2,,2,2,,2
2021,010900371,2428.29790936629,G1,2,4,41,G3,4,3,G1,Q3,D05,Q1,D01,310,310,0,300,0,0,0,0,2182,2182,0,0,0,2182,2182,0,0,0,0,0,-1872,4088,4087,,3,1,4,2,3,9,2,1,1,3
2021,010901101,1621.72754401649,G1,2,1,45,G3,1,3,G2,Q2,D04,Q2,D03,6780,6780,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6780,3158,2831,,2,1,2,1,2,,,,,
2021,011000162,1814.78652022827,G1,2,2,73,G5,2,1,G2,Q2,D03,Q5,D09,94600,2800,0,0,91800,90000,60000,30000,0,0,0,0,0,0,0,0,0,0,0,0,94600,2399,2016,,1,1,3,1,2,,,,,
2021,011000172,2077.83290050283,G1,2,3,49,G3,4,3,G1,Q3,D06,Q1,D02,3820,3820,300,3000,0,0,0,0,100,100,0,0,0,0,0,0,0,999,720,279,3720,5163,4583,,2,1,2,2,1,,2,2,,2
2021,011000192,660.587467699637,G1,2,3,68,G5,3,1,G1,Q4,D08,Q5,D10,364300,12500,0,0,351800,350000,100000,250000,12000,0,0,0,0,0,0,0,0,0,0,0,352300,7566,6502,,1,1,3,1,2,,,,,
2021,011000202,1217.76569294929,G2,2,1,51,G4,4,2,G1,Q1,D01,Q1,D02,11410,11377,0,8500,33,0,0,0,7930,7930,7500,0,0,0,0,0,0,312,120,192,3480,1130,882,,1,1,4,2,1,,1,2,,2
2021,011000232,959.646680516634,G2,1,5,61,G5,2,1,G1,Q3,D06,Q4,D08,69075,4075,0,0,65000,65000,65000,0,11200,11200,10000,7000,0,1200,1200,0,0,1210,708,502,57875,5803,4318,10,3,7,3,2,3,10,2,1,2,1
2021,011000252,880.493987829139,G2,1,3,36,G2,2,2,G1,Q3,D05,Q1,D02,8740,8540,50,8000,200,0,0,0,5100,5100,5000,0,0,0,0,0,0,224,140,84,3640,4220,3911,25,1,7,4,2,1,,1,2,,1
2021,011000262,786.597137911011,G2,1,2,59,G4,2,1,G2,Q3,D05,Q2,D03,9742,345,0,0,9397,9000,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,9742,4448,4109,,1,1,2,2,2,,,,,
2021,011000272,1212.31870731636,G2,2,3,44,G3,1,1,G2,Q3,D05,Q2,D03,8990,190,0,0,8800,8500,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,8990,4039,3671,,1,1,4,2,2,,,,,
2021,011000282,896.02698275971,G2,2,1,46,G3,1,2,G2,Q1,D01,Q2,D03,5710,5710,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,758,742,,1,1,2,2,2,,,,,
2021,011000292,1376.60698150771,G2,2,4,40,G3,2,1,G1,Q5,D09,Q5,D10,105320,16520,0,0,88800,85000,85000,0,5500,5500,5500,4500,0,0,0,0,0,1714,1250,464,99820,11686,10167,10,2,1,3,1,1,,3,2,,1
2021,011000302,3264.7200994632,G1,1,4,55,G4,2,2,G1,Q5,D09,Q5,D09,125521,40321,1000,28000,85200,85000,0,85000,46900,18900,15500,0,11500,3100,2400,700,0,1985,1300,685,78621,12133,8895,,3,1,3,1,3,8,3,2,,3
2021,011000312,2790.00683679736,G1,2,4,39,G2,2,1,G1,Q5,D09,Q3,D05,24450,4714,0,0,19736,18000,18000,0,3050,3050,3000,3000,0,0,0,0,0,1612,1500,112,21400,9770,9105,20,3,1,2,1,1,,1,2,,1
2021,011000322,1800.51485953347,G1,2,2,52,G4,4,4,G1,Q2,D04,Q1,D01,190,190,0,0,0,0,0,0,2000,2000,0,0,0,2000,2000,0,0,0,0,0,-1810,3275,3084,,3,1,3,2,2,,2,1,1,3
2021,011000332,1629.06511988397,G1,1,3,30,G2,1,3,G1,Q4,D07,Q3,D05,28942,15542,0,8500,13400,13000,0,13000,8000,0,0,0,0,0,0,0,0,333,300,33,20942,6449,5844,,2,4,2,1,2,,,,,
2021,011000342,1687.88875486348,G1,1,2,71,G5,2,1,G2,Q3,D05,Q5,D09,96820,35820,320,0,61000,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,96820,4031,3680,,1,1,1,2,2,,,,,
2021,011000352,724.194080109332,G1,1,3,67,G5,2,1,G1,Q5,D10,Q5,D10,227130,5630,3500,0,221500,220000,170000,50000,10500,0,0,0,0,0,0,0,0,0,0,0,216630,12874,11332,,1,2,2,2,2,,,,,
2021,011000362,1719.82805551331,G1,1,1,78,G5,4,3,G1,Q1,D01,Q1,D02,1740,1740,0,1540,0,0,0,0,52,52,0,0,0,0,0,0,0,125,125,0,1688,1070,1069,,1,3,3,2,2,,2,2,,2
2021,011000372,1509.66225988804,G1,2,1,32,G2,1,5,G1,Q2,D04,Q1,D02,5800,4100,0,0,1700,0,0,0,3000,3000,0,0,0,0,0,0,0,0,0,0,2800,3140,3088,10,4,1,3,1,3,7,3,2,,1
2021,011000382,1580.92982329376,G1,1,1,61,G5,4,3,G2,Q1,D01,Q1,D02,4300,4300,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300,50,-18,,1,1,3,1,3,9,,,,
2021,011000392,1968.07681951211,G1,1,3,70,G5,2,2,G1,Q4,D07,Q3,D06,48408,33330,0,33000,15078,13520,0,8000,19200,19200,19200,0,0,0,0,0,0,460,0,460,29208,6592,5564,10,1,1,4,2,2,,2,2,,1
2021,011100102,1512.28045138948,G1,2,5,54,G4,2,3,G1,Q3,D05,Q2,D03,6330,5330,0,5000,1000,0,0,0,1300,1300,0,0,0,1000,1000,0,300,2072,2000,72,5030,4272,4058,,3,1,4,1,1,,1,2,,3
2021,011100112,1524.6229394924,G1,2,2,54,G4,4,1,G1,Q3,D05,Q3,D06,44815,9015,4000,0,35800,35000,35000,0,13700,13700,13700,13700,0,0,0,0,0,588,300,288,31115,4090,3334,,2,7,3,1,1,,1,2,,2
2021,011100142,773.679356162153,G1,2,1,90,G5,3,5,G2,Q1,D02,Q1,D01,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1704,1680,,1,1,3,2,2,,,,,
2021,011100152,1162.09048167299,G1,1,2,39,G2,2,2,G1,Q3,D05,Q4,D08,86100,5800,0,5000,80300,80000,0,80000,26000,13000,13000,0,13000,0,0,0,0,516,0,516,60100,3934,3254,20,1,1,2,2,2,,2,2,,1
2021,011100162,1018.48868041867,G1,1,2,78,G5,2,1,G1,Q2,D03,Q5,D10,121500,1500,0,0,120000,120000,120000,0,14000,2000,2000,0,0,0,0,0,0,78,0,78,107500,2525,1949,20,1,1,2,2,2,,2,2,,1
2021,011100172,1944.37395253733,G1,2,3,51,G4,4,2,G1,Q2,D04,Q2,D04,26460,22360,4000,17500,4100,0,0,0,15000,15000,15000,0,0,0,0,0,0,480,0,480,11460,3872,3184,,1,7,2,2,2,,2,2,,2
