"조사연도","MD제공용_가구고유번호","가중값","수도권여부","가구주_성별코드","가구원수","가구주_만연령","가구주연령_10세단위코드","가구주_혼인상태코드","입주형태코드","부채보유여부","보완_소득5분위코드","보완_소득10분위코드","순자산5분위코드","순자산10분위코드","자산","자산_금융자산","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","보완_경상소득","보완_처분가능소득","원리금상환_생계부담_소득대비상환액비중","여유자금운용계획코드","금융자산투자운용방법코드","거주지주택가격전망코드","여유자금부동산투자여부","1년후금융부채규모전망코드","부채증가원인코드","1년전대비부채증감코드","원리금연체여부","30일이상원리금연체여부","원리금상환_생계부담정도코드"
2018,083600311,1022.7295289526,G2,1,2,79,G5,2,1,G2,Q1,D01,Q5,D09,62262,3890,130,0,58372,58000,9000,49000,0,0,0,0,0,0,0,0,0,0,0,0,62262,969,870,,1,3,3,2,2,,,,,
2018,083600331,767.283460515017,G2,1,3,34,G2,2,3,G1,Q4,D07,Q1,D02,4151,3150,0,2000,1001,0,0,0,1520,1520,0,0,0,1500,1500,0,0,1630,1500,130,2631,5594,4898,,1,1,2,1,2,,3,2,,2
2018,083700301,908.980192377011,G2,1,2,66,G5,2,1,G1,Q2,D03,Q2,D04,17800,3200,300,0,14600,13000,7000,6000,5000,5000,5000,0,0,0,0,0,0,0,0,0,12800,2476,2111,,,,,,,,,,,
2018,083700311,815.313016614559,G2,2,1,82,G5,3,5,G2,Q1,D01,Q1,D01,336,300,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,631,580,,,,,,,,,,,
2018,083700321,786.941902601612,G2,1,3,33,G2,2,1,G1,Q3,D05,Q3,D05,30152,2972,0,0,27180,25000,25000,0,11700,11700,11000,11000,0,0,0,0,0,1575,1300,275,18452,3724,2955,,,,,,,,,,,
2018,083800301,933.600068764453,G2,1,1,57,G4,4,5,G2,Q1,D02,Q2,D03,8185,385,0,0,7800,6000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,8185,1734,1658,,2,2,2,1,2,,,,,
2018,083800311,933.600068764453,G2,2,1,78,G5,3,1,G2,Q1,D02,Q3,D05,14552,552,0,0,14000,14000,6000,8000,0,0,0,0,0,0,0,0,0,0,0,0,14552,1704,1644,,,,,,,,,,,
2018,084200311,1639.03075194367,G2,1,4,51,G4,2,1,G2,Q5,D10,Q4,D08,45900,7450,1800,0,38450,35000,30000,5000,0,0,0,0,0,0,0,0,0,1624,1600,24,45900,21318,15079,,1,5,1,1,2,,,,,
2018,084200371,1816.01090524401,G2,1,3,59,G4,2,2,G1,Q4,D07,Q4,D07,48060,15460,0,9000,32600,32000,0,32000,19500,0,0,0,0,0,0,0,0,0,0,0,28560,6766,5823,,,,,,,,,,,
2018,084504331,1221.03060062087,G2,1,1,46,G3,4,1,G2,Q2,D04,Q3,D05,15750,1050,0,0,14700,14500,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,15750,2961,2600,,,,,,,,,,,
2018,084504351,393.365559729864,G2,1,3,33,G2,1,1,G2,Q4,D08,Q4,D08,47996,17196,320,0,30800,28000,7000,21000,0,0,0,0,0,0,0,0,0,0,0,0,47996,8294,6970,,1,1,4,1,2,,,,,
2018,085200331,998.720249624651,G2,2,2,73,G5,3,5,G1,Q2,D03,Q2,D04,30738,738,300,0,30000,30000,0,30000,16750,16750,16000,0,16000,750,0,750,0,912,0,912,13988,2509,1393,,,,,,,,,,,
2018,085504301,1166.66889819914,G2,1,2,60,G5,2,1,G1,Q3,D05,Q4,D08,58444,6544,0,0,51900,50000,20000,30000,13200,13200,13200,13200,0,0,0,0,0,8727,8000,727,45244,3643,1726,,,,,,,,,,,
2018,085504371,923.961411927075,G2,2,1,69,G5,3,1,G1,Q1,D01,Q2,D03,7550,50,0,0,7500,7500,7500,0,800,800,800,800,0,0,0,0,0,105,72,33,6750,715,675,,,,,,,,,,,
2018,085504391,1126.97997995375,G2,1,3,65,G5,2,1,G1,Q4,D08,Q3,D06,28841,2641,0,0,26200,16000,16000,0,6800,6800,6800,6800,0,0,0,0,0,510,373,137,22041,8204,6881,,,,,,,,,,,
2018,086200311,1379.91052431861,G2,1,6,40,G3,2,1,G1,Q5,D10,Q4,D08,72685,14575,1000,0,58110,55000,34000,21000,26400,10400,8900,8900,0,1500,0,1500,0,976,500,476,46285,14573,9889,20,3,1,2,2,2,,3,2,,1
2018,086504371,998.490045100233,G2,2,1,60,G5,4,5,G1,Q2,D04,Q1,D02,2332,1080,0,0,1252,0,0,0,562,562,0,0,0,0,0,0,0,351,351,0,1770,3286,2990,,2,1,4,1,1,,1,2,,2
2018,086504381,1366.05637480384,G2,1,2,60,G5,4,2,G1,Q1,D02,Q1,D02,3530,3420,0,2500,110,0,0,0,100,100,0,0,0,0,0,0,0,150,150,0,3430,1736,1503,10,2,1,4,1,1,,3,2,,1
2018,087200331,1639.55017787563,G2,1,4,36,G2,2,1,G1,Q2,D04,Q3,D06,29088,7788,0,0,21300,19800,18000,1800,6872,6872,6800,6800,0,0,0,0,0,1180,748,432,22216,3383,2370,,3,1,1,2,1,,3,2,,3
2018,087200341,1623.28861687761,G2,1,4,43,G3,2,1,G1,Q1,D02,Q3,D06,24442,3242,0,0,21200,19000,19000,0,3800,3800,3730,3730,0,0,0,0,0,233,133,100,20642,1219,436,30,1,1,3,1,2,,2,2,,1
2018,087200351,1544.49150459247,G2,1,4,47,G3,2,1,G1,Q4,D07,Q5,D09,57490,30290,5000,0,27200,25000,18000,7000,60,60,0,0,0,0,0,0,0,1066,1030,36,57430,6699,5656,20,1,1,2,2,1,,1,2,,1
2018,087200381,1293.26438052101,G2,1,2,64,G5,2,3,G1,Q1,D02,Q1,D02,3012,2712,0,1540,300,0,0,0,1000,1000,0,0,0,0,0,0,0,145,145,0,2012,1597,1018,,,,,,,,,,,
2018,087504301,1113.18983121738,G2,1,3,37,G2,2,2,G1,Q3,D06,Q4,D07,47317,15815,0,12500,31502,30800,0,30800,19500,3500,0,0,0,3500,3500,0,0,360,220,140,27817,4758,4086,15,1,1,2,1,2,,2,2,,1
2018,087504381,507.253106668346,G2,1,2,56,G4,2,1,G1,Q5,D09,Q5,D10,154695,31620,900,0,123075,121500,43000,78500,2100,2100,0,0,0,2000,0,2000,0,2760,2600,160,152595,9523,7142,30,1,1,1,1,2,,3,2,,1
2018,087504391,1231.80744085786,G2,2,3,43,G3,4,2,G1,Q2,D03,Q2,D04,15084,14684,0,14000,400,0,0,0,5540,5540,5500,0,0,0,0,0,0,100,100,0,9544,2269,2064,,,,,,,,,,,
2018,088504311,1584.44604642265,G2,1,4,45,G3,2,1,G1,Q5,D09,Q4,D07,37510,11160,1000,0,26350,25000,10000,15000,6342,6342,6000,0,6000,0,0,0,0,7518,7108,410,31168,8686,7590,40,3,1,1,2,1,,1,2,,1
2018,088504391,1395.18948754971,G2,1,3,35,G2,2,2,G2,Q5,D09,Q3,D06,24060,19060,100,16000,5000,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24060,9000,8135,,2,2,3,1,2,,,,,
2018,089504311,1543.65680698087,G2,1,4,45,G3,2,1,G1,Q3,D05,Q2,D04,13200,3800,0,0,9400,8000,8000,0,4200,4200,4200,4200,0,0,0,0,0,960,600,360,9000,3834,3206,,,,,,,,,,,
2018,090200371,664.905272321999,G2,2,1,68,G5,4,5,G2,Q1,D01,Q1,D01,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,969,892,,1,1,2,2,2,,,,,
2018,090500231,1015.0298726239,G2,1,3,58,G4,3,5,G2,Q5,D09,Q2,D03,6010,5580,50,0,430,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,6010,10992,9103,,2,1,4,1,2,,,,,
2018,090600241,122.735264877849,G2,1,3,57,G4,2,1,G1,Q3,D05,Q4,D08,47702,2702,290,0,45000,36000,12000,24000,7036,7036,1200,1200,0,0,0,0,0,1325,1284,41,40666,3784,3321,,1,1,2,2,2,,1,2,,2
2018,090600311,250.098971884242,G2,1,1,47,G3,1,3,G2,Q2,D03,Q2,D04,11000,1000,0,940,10000,10000,0,10000,0,0,0,0,0,0,0,0,0,71,70,1,11000,2138,2020,,1,1,2,2,2,,,,,
2018,090600321,684.394042838841,G2,1,2,68,G5,2,1,G1,Q5,D09,Q5,D10,247450,26950,0,0,220500,217000,15000,200000,130000,130000,130000,0,0,0,0,0,0,4440,0,4440,117450,10553,4035,,,,,,,,,,,
2018,090600351,472.81559300149,G2,1,3,35,G2,2,3,G1,Q2,D03,Q1,D01,3158,2558,0,300,600,0,0,0,3500,3500,0,0,0,3500,3500,0,0,710,600,110,-342,2399,1671,,3,1,1,1,1,,1,2,,2
2018,090600371,498.270257739109,G2,1,2,45,G3,2,3,G2,Q3,D06,Q2,D03,6582,6082,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,600,600,0,6582,4555,3473,,2,1,1,2,1,,,,,
2018,090700211,105.726533045,G2,1,1,47,G3,1,1,G1,Q3,D05,Q5,D09,66832,12432,0,0,54400,53000,30000,23000,1000,1000,1000,1000,0,0,0,0,0,27,0,27,65832,4307,4010,15,5,1,3,1,1,,2,1,1,1
2018,090700221,230.1807477651,G2,1,7,49,G3,2,3,G1,Q5,D09,Q5,D10,188517,30117,0,23000,158400,157000,0,150000,53000,0,0,0,0,0,0,0,0,19000,19000,0,135517,9780,8440,,,,,,,,,,,
2018,090700231,235.844981416503,G2,1,4,36,G2,2,2,G1,Q5,D09,Q2,D03,16072,15472,0,14000,600,0,0,0,8500,8500,7000,0,0,1500,1500,0,0,339,0,339,7572,8632,7346,,,,,,,,,,,
2018,090700241,237.029656355602,G2,1,3,37,G2,2,2,G1,Q3,D05,Q3,D05,21001,19451,0,15000,1550,0,0,0,5500,5500,5000,0,0,500,0,500,0,240,0,240,15501,4020,3316,,,,,,,,,,,
2018,090700311,484.182917758843,G2,1,2,70,G5,2,5,G2,Q1,D01,Q1,D01,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,389,384,,1,1,2,2,2,,,,,
2018,090700331,354.637753672719,G2,1,1,23,G1,1,3,G2,Q1,D02,Q1,D01,200,200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1433,1412,,1,1,2,2,2,,,,,
2018,090700341,355.044801661358,G2,1,2,67,G5,2,1,G1,Q2,D04,Q4,D07,31000,600,0,0,30400,30000,30000,0,400,0,0,0,0,0,0,0,0,0,0,0,30600,3243,2857,,1,2,1,1,2,,,,,
2018,090700371,342.056352374546,G2,1,2,67,G5,4,4,G2,Q2,D04,Q1,D02,3106,1606,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,930,900,30,3106,2837,2489,,1,1,2,2,2,,,,,
2018,090700381,501.803917545298,G2,1,2,59,G4,2,1,G2,Q3,D06,Q4,D07,35462,9062,0,0,26400,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,35462,5025,4316,,1,1,2,2,2,,,,,
2018,090700391,476.713340209734,G2,1,3,41,G3,2,4,G1,Q4,D07,Q1,D01,2073,73,0,0,2000,0,0,0,3000,3000,0,0,0,0,0,0,0,720,720,0,-927,5648,4886,,2,1,2,1,2,,1,2,,2
2018,090800231,111.899125988989,G2,1,3,72,G5,2,1,G2,Q1,D02,Q2,D04,11042,42,0,0,11000,11000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,11042,1703,1596,,,,,,,,,,,
2018,090800251,126.298640273427,G2,2,2,57,G4,4,1,G1,Q3,D05,Q1,D02,36000,1000,0,0,35000,32000,12000,20000,31500,31500,15500,10000,5500,0,0,0,0,1700,1500,200,4500,3668,1825,,,,,,,,,,,
2018,090800261,126.298640273427,G2,1,2,34,G2,2,1,G1,Q3,D06,Q2,D03,14400,400,0,0,14000,12000,12000,0,8600,8600,8000,8000,0,600,600,0,0,612,0,612,5800,4653,3731,,,,,,,,,,,
2018,090800281,210.046507091518,G2,1,1,58,G4,4,3,G2,Q1,D01,Q1,D01,201,201,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,819,819,,2,1,4,1,2,,,,,
2018,090800291,159.131563921028,G2,1,4,50,G4,2,1,G1,Q4,D08,Q3,D06,28870,3170,0,0,25700,24000,24000,0,8050,8050,8000,8000,0,0,0,0,0,70,70,0,20820,7266,5891,,,,,,,,,,,
2018,090800321,324.466327395542,G2,2,1,79,G5,3,1,G2,Q1,D01,Q5,D10,130006,6,0,0,130000,130000,5000,125000,0,0,0,0,0,0,0,0,0,0,0,0,130006,511,454,,,,,,,,,,,
2018,090800331,319.915970133591,G2,2,1,51,G4,4,3,G2,Q2,D04,Q1,D02,3184,3184,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184,3080,3075,,,,,,,,,,,
2018,090800341,509.714381569204,G2,2,4,51,G4,2,1,G2,Q4,D07,Q4,D08,39324,6964,240,0,32360,31000,23000,8000,0,0,0,0,0,0,0,0,0,0,0,0,39324,5820,5030,,,,,,,,,,,
2018,090800351,339.062729999715,G2,1,2,68,G5,2,1,G2,Q2,D03,Q3,D05,15150,150,0,0,15000,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15150,1971,1914,,1,1,2,2,2,,,,,
2018,090800361,408.201248416387,G2,1,3,56,G4,2,1,G1,Q5,D10,Q5,D10,126810,4660,0,0,122150,120000,20000,100000,1530,1500,0,0,0,1500,1500,0,0,75,0,75,125280,28114,13050,,,,,,,,,,,
2018,090800371,408.201248416387,G2,1,3,63,G5,2,3,G1,Q2,D04,Q2,D03,6660,2860,0,100,3800,0,0,0,1600,1600,0,0,0,1600,1600,0,0,472,400,72,5060,3003,2788,,,,,,,,,,,
2018,090800391,319.915970133591,G2,1,1,26,G1,1,3,G2,Q1,D02,Q1,D01,788,788,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,1723,956,,,,,,,,,,,
2018,091200371,469.482195693822,G2,1,4,51,G4,2,1,G1,Q4,D08,Q4,D08,40892,10742,0,0,30150,30000,30000,0,2200,2200,2200,2200,0,0,0,0,0,315,300,15,38692,8016,6280,,,,,,,,,,,
2018,091200381,557.258382402573,G2,1,4,44,G3,2,1,G1,Q2,D04,Q3,D06,24734,5034,0,0,19700,18000,18000,0,3000,3000,3000,3000,0,0,0,0,0,640,500,140,21734,3395,2703,,,,,,,,,,,
2018,091200391,505.903029660546,G2,2,1,76,G5,3,1,G1,Q2,D03,Q4,D08,50010,10,0,0,50000,50000,50000,0,12100,12100,12100,12100,0,0,0,0,0,745,100,645,37910,2317,1634,,,,,,,,,,,
2018,091505301,599.800974588504,G2,1,5,79,G5,2,1,G1,Q3,D05,Q3,D05,20059,29,0,0,20030,20000,20000,0,3000,3000,0,0,0,3000,0,3000,0,180,0,180,17059,3605,3217,,,,,,,,,,,
2018,091505311,427.499772480943,G2,1,2,73,G5,2,1,G1,Q3,D05,Q4,D08,45540,4460,0,0,41080,41000,23000,18000,120,120,0,0,0,120,0,120,0,120,120,0,45420,4033,3701,,,,,,,,,,,
2018,091505321,616.409328377977,G2,1,6,51,G4,4,5,G1,Q5,D09,Q4,D07,33388,1728,0,0,31660,28000,0,28000,3900,3900,1500,0,0,2400,2400,0,0,3815,3500,315,29488,9093,8185,,,,,,,,,,,
2018,091505331,665.4051350549,G2,1,4,54,G4,2,1,G1,Q2,D04,Q3,D06,24153,3453,0,0,20700,18000,18000,0,1237,1237,600,600,0,0,0,0,0,576,546,30,22916,3289,2954,,,,,,,,,,,
2018,091600301,532.834084446873,G2,1,3,42,G3,2,2,G1,Q3,D06,Q4,D07,33450,20250,0,15000,13200,12000,0,12000,200,0,0,0,0,0,0,0,0,2000,2000,0,33250,5327,5027,,2,3,1,1,2,,,,,
2018,091600311,276.05953673793,G2,2,2,70,G5,3,1,G2,Q3,D06,Q5,D10,151788,4086,55,0,147702,127000,17000,110000,0,0,0,0,0,0,0,0,0,0,0,0,151788,5212,4658,,1,3,2,1,2,,,,,
2018,091600321,583.429243444336,G2,1,4,45,G3,2,4,G1,Q3,D05,Q3,D05,17110,8110,0,0,9000,0,0,0,1000,1000,0,0,0,0,0,0,0,1000,1000,0,16110,4499,4136,,2,3,2,1,3,9,1,2,,3
2018,091600341,492.06205479524,G2,1,2,55,G4,2,1,G1,Q5,D10,Q5,D10,580100,307000,6000,0,273100,240000,30000,210000,11000,11000,10000,0,0,0,0,0,0,2890,2800,90,569100,12139,7450,,,,,,,,,,,
2018,091700301,311.205970571211,G2,2,1,66,G5,3,1,G2,Q1,D01,Q5,D09,51800,3200,0,0,48600,48000,20000,28000,0,0,0,0,0,0,0,0,0,0,0,0,51800,1058,889,,1,1,2,2,2,,,,,
2018,091700331,624.029071633108,G2,2,3,47,G3,3,1,G1,Q2,D03,Q2,D04,15180,1700,0,0,13480,13000,13000,0,5800,5800,5700,4300,0,0,0,0,0,1003,700,303,9380,2062,1713,30,3,3,2,1,1,,2,1,1,1
2018,091700341,404.911025743079,G2,2,2,68,G5,2,1,G1,Q1,D01,Q5,D09,73740,2740,100,0,71000,71000,36000,35000,14000,14000,14000,14000,0,0,0,0,0,129,0,129,59740,1014,780,,3,3,2,2,2,,2,2,,2
2018,091800221,257.55235531246,G2,1,5,40,G3,2,1,G2,Q5,D09,Q3,D06,23540,8340,1000,0,15200,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,23540,8747,7828,,,,,,,,,,,
2018,091800231,193.637236711518,G2,2,3,47,G3,4,1,G1,Q3,D05,Q3,D05,25130,2245,0,0,22885,19000,19000,0,5800,5800,5800,5800,0,0,0,0,0,492,288,204,19330,4051,3580,,3,1,2,1,1,,1,2,,2
2018,091800241,160.840199200068,G2,1,2,68,G5,2,1,G1,Q3,D05,Q2,D04,20943,260,0,0,20683,18500,18500,0,10100,10100,10000,10000,0,100,0,100,0,7976,7958,18,10843,4016,3479,,,,,,,,,,,
2018,091800261,216.839465413482,G2,2,1,86,G5,3,1,G2,Q1,D01,Q2,D03,5100,100,0,0,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5100,502,481,,1,1,4,1,2,,,,,
2018,091800271,170.27883374516,G2,2,1,80,G5,3,1,G2,Q1,D01,Q2,D03,5300,300,0,0,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5300,376,356,,1,1,2,2,2,,,,,
2018,091800281,170.27883374516,G2,2,1,81,G5,3,4,G2,Q1,D01,Q1,D01,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,348,344,,,,,,,,,,,
2018,091800301,408.201248416387,G2,1,3,55,G4,2,3,G1,Q5,D09,Q1,D01,187,137,0,50,50,0,0,0,2050,2050,0,0,0,1000,1000,0,0,1230,1200,30,-1863,9242,8038,,,,,,,,,,,
2018,091800311,509.714381569204,G2,1,4,45,G3,2,1,G1,Q5,D10,Q5,D09,88750,11380,5000,0,77370,76000,46000,30000,13850,13850,8850,8850,0,5000,0,5000,0,1530,1320,210,74900,16376,12923,,2,1,1,1,1,,3,2,,2
2018,091800331,542.93892412726,G2,1,5,39,G2,2,1,G1,Q3,D05,Q2,D03,13215,3215,0,0,10000,10000,10000,0,6300,6300,6000,6000,0,0,0,0,300,210,190,20,6915,3605,3374,,1,3,2,2,2,,3,2,,2
2018,091800351,319.915970133591,G2,1,1,53,G4,3,3,G1,Q2,D04,Q2,D03,5957,1957,0,200,4000,0,0,0,1000,1000,0,0,0,1000,1000,0,0,240,200,40,4957,2949,2756,,,,,,,,,,,
2018,092200361,598.231993609698,G2,1,3,61,G5,3,1,G2,Q4,D08,Q5,D09,69601,50701,3000,0,18900,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,69601,7168,6528,,,,,,,,,,,
2018,092200381,450.343185767854,G2,2,1,76,G5,3,5,G2,Q2,D03,Q4,D07,35100,5100,0,0,30000,30000,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,35100,1908,1653,,,,,,,,,,,
2018,092200391,321.471557272769,G2,2,1,79,G5,3,1,G2,Q2,D03,Q3,D06,21044,400,0,0,20644,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,21044,2160,1919,,,,,,,,,,,
2018,092505311,436.584329219511,G2,1,3,35,G2,2,4,G2,Q4,D08,Q2,D04,9311,7861,0,0,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311,6947,5696,,,,,,,,,,,
2018,092505331,486.658884453248,G2,2,3,51,G4,3,2,G1,Q1,D01,Q3,D06,25806,25806,0,25000,0,0,0,0,3600,3600,3000,0,0,600,600,0,0,0,0,0,22206,621,479,,,,,,,,,,,
2018,092800211,213.435404737044,G2,1,2,69,G5,2,1,G2,Q2,D04,Q4,D08,49670,4350,0,0,45320,45000,18000,27000,0,0,0,0,0,0,0,0,0,0,0,0,49670,3474,3108,,1,1,3,2,2,,,,,
2018,092800221,148.64470129968,G2,2,1,74,G5,3,1,G2,Q1,D01,Q1,D01,1005,5,0,0,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,568,554,,1,1,4,2,2,,,,,
2018,092800231,123.025650877683,G2,1,3,61,G5,2,1,G2,Q4,D07,Q5,D10,254516,22216,0,0,232300,180000,20000,160000,0,0,0,0,0,0,0,0,0,0,0,0,254516,5555,4863,,,,,,,,,,,
2018,092800241,216.839465413482,G2,1,1,51,G4,4,2,G1,Q3,D06,Q4,D07,41478,15228,500,8000,26250,26000,0,26000,9200,8000,8000,0,8000,0,0,0,0,377,115,262,32278,5125,4093,,,,,,,,,,,
2018,092800261,252.095891560149,G2,1,1,49,G3,4,3,G1,Q3,D05,Q2,D03,6776,2076,500,500,4700,2000,0,2000,1328,1328,0,0,0,0,0,0,0,2224,2224,0,5448,3613,3128,,,,,,,,,,,
2018,092800281,174.808952571532,G2,2,2,56,G4,4,3,G1,Q4,D08,Q5,D10,131700,19200,0,16000,112500,110000,0,110000,53000,33000,31000,0,0,2000,0,2000,0,1270,0,1270,78700,6919,4546,,2,1,2,1,3,1,2,2,,3
2018,093200371,289.800981301879,G2,1,4,69,G5,2,5,G1,Q4,D08,Q5,D10,155252,8252,0,0,147000,145000,0,145000,31340,3340,3200,0,3200,0,0,0,0,2258,2100,158,123912,7346,6809,,,,,,,,,,,
2018,093505311,435.104788383499,G2,1,2,76,G5,2,3,G2,Q3,D05,Q1,D02,2166,1986,0,1710,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,4197,4169,,,,,,,,,,,
2018,093505321,566.528344545704,G2,1,2,52,G4,2,1,G1,Q4,D08,Q3,D05,78000,7500,1000,0,70500,70000,70000,0,60000,60000,60000,60000,0,0,0,0,0,3600,0,3600,18000,7906,3370,,,,,,,,,,,
2018,093505331,428.922853983119,G2,1,2,75,G5,2,1,G2,Q3,D05,Q5,D10,118280,1480,0,0,116800,105000,25000,80000,0,0,0,0,0,0,0,0,0,2050,2000,50,118280,4094,3548,,,,,,,,,,,
2018,093505341,428.702466351557,G2,1,2,63,G5,2,1,G2,Q4,D07,Q4,D08,39160,11060,7700,0,28100,27000,15000,12000,0,0,0,0,0,0,0,0,0,0,0,0,39160,6368,5335,,,,,,,,,,,
2018,093800201,154.878698341147,G2,1,3,55,G4,2,5,G2,Q3,D05,Q1,D01,1090,690,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,4353,4254,,,,,,,,,,,
2018,093800221,170.27883374516,G2,2,2,49,G3,3,3,G2,Q1,D02,Q1,D01,1030,1030,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1116,1100,,1,1,2,1,2,,,,,
2018,093800231,170.27883374516,G2,2,1,82,G5,3,1,G1,Q1,D02,Q5,D10,156600,1600,0,0,155000,155000,7000,148000,34000,0,0,0,0,0,0,0,0,0,0,0,122600,1585,1448,,,,,,,,,,,
2018,093800241,154.206069013922,G2,1,2,70,G5,2,3,G2,Q4,D07,Q5,D10,107640,7040,0,1000,100600,97000,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,107640,5574,5508,,,,,,,,,,,
2018,093800251,154.206069013922,G2,1,2,62,G5,4,3,G2,Q2,D03,Q1,D02,3650,3300,0,2000,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650,2060,2037,,2,3,3,1,3,2,,,,
2018,093800261,355.045548094742,G2,1,4,40,G3,2,3,G1,Q4,D08,Q3,D06,23260,20060,3520,12000,3200,0,0,0,50,50,0,0,0,0,0,0,0,400,400,0,23210,8085,7008,5,1,8,2,1,2,,2,2,,1
2018,093800281,329.278874702696,G2,1,4,37,G2,2,3,G1,Q3,D05,Q3,D06,36769,4597,0,2000,32172,31000,0,31000,16600,13600,13600,600,13000,0,0,0,0,1335,588,747,20169,3758,2576,20,1,1,3,2,1,,1,2,,1
2018,094200321,769.771850876143,G1,1,5,47,G3,2,2,G1,Q5,D10,Q5,D10,155607,89592,23000,46000,66015,65000,0,65000,13600,9100,0,0,0,8900,8900,0,0,8092,7600,492,142007,13373,9561,,,,,,,,,,,
2018,094200371,456.742796759108,G2,1,2,56,G4,2,1,G1,Q5,D09,Q2,D04,28830,11280,0,0,17550,16000,12000,4000,17300,17300,700,0,0,16000,15000,1000,0,4852,4200,652,11530,10305,7512,,,,,,,,,,,
2018,094800201,360.106929525692,G2,1,2,39,G2,2,2,G1,Q4,D08,Q5,D09,93200,19700,0,17000,73500,65000,0,65000,35000,19000,15000,0,15000,4000,4000,0,0,720,360,360,58200,8177,5601,,,,,,,,,,,
2018,094800211,355.045548094742,G2,1,4,59,G4,2,1,G2,Q5,D10,Q5,D10,78885,16000,0,0,62885,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,78885,17148,14759,,,,,,,,,,,
2018,094800231,355.469721249919,G2,1,3,37,G2,2,2,G1,Q4,D07,Q3,D06,29162,25252,470,15000,3910,3600,0,0,3500,3500,3500,0,0,0,0,0,0,620,500,120,25662,5765,4983,,2,1,3,1,3,2,1,2,,2
2018,094800241,398.494862145748,G2,2,2,25,G1,1,3,G1,Q3,D06,Q2,D03,13450,13150,0,13000,300,0,0,0,8000,8000,8000,0,0,0,0,0,0,0,0,0,5450,5417,5100,20,1,1,3,2,1,,3,2,,1
2018,094800251,378.885336426525,G2,1,3,33,G2,2,2,G1,Q5,D10,Q3,D06,55550,14750,0,14000,40800,40000,0,40000,30000,28000,20000,0,20000,8000,0,8000,0,0,0,0,25550,12404,10847,,,,,,,,,,,
2018,094800261,329.278874702696,G2,1,4,54,G4,2,2,G1,Q5,D10,Q5,D10,155200,56400,22000,21000,98800,98000,0,98000,25000,25000,25000,0,25000,0,0,0,0,375,0,375,130200,11672,9232,,1,4,2,1,2,,3,2,,2
2018,094800281,311.686170188407,G2,1,1,57,G4,4,3,G1,Q1,D02,Q1,D01,971,971,0,970,0,0,0,0,1300,1300,0,0,0,1300,1300,0,0,96,0,96,-329,1350,1233,,,,,,,,,,,
2018,094800291,329.150549579271,G2,1,5,48,G3,2,1,G2,Q4,D08,Q5,D10,89675,12475,0,0,77200,77000,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,89675,8563,7299,,,,,,,,,,,
